business,"மத்திய அரசு, கடந்த ஆகஸ்ட் இறுதியில் 1978 பேட்ச் ஐஏஎஸ் அதிகாரி ராஜிவ் மெஹ்ரிஷியை தலைமைத் தணிக்கைக் கட்டுப்பாட்டு அதிகாரியாக நியமித்தது. சிஏஐ அதிகாரி நியமனத்தில் மத்திய அரசு வெளிப்படையாக செயல்படவில்லை என்றெல்லாம் விமர்சனங்கள் எழுந்தன."
spirituality,"மூன்றையும் பார்த்த அசோக மன்னர் தன் அமைச்சரிடம், அந்த மூன்று தலைகளையும் சந்தைக்குச் சென்று விற்றுவிட்டு வரச்சொன்னார். மன்னரின் கட்டளைப்படி சந்தைக்குச் சென்றவன் திணறினான்."
business,">> ஏ/சி கேஸ் அளவை பரிசோதித்து கொள்வது நல்லது, அளவு குறைவாக இருக்கும் பட்சத்தில் நிரப்பிக் கொள்வது சிறந்தது."
spirituality,"புண்ணியத் தலங்களுக்குச் செல்லும்போது தவறாமல், அங்குள்ள புண்ணிய நதி, கிணறு, குளம் ஆகியவற்றில் ஸ்நானம் செய்வது அவசியம் என்கிறது சாஸ்திரம். இதனால் அந்நீர்நிலைகளைத் தூய்மையுடன் பாதுகாப்பது பக்தர்களின் கடமையாகிறது."
tamil-cinema,அட்லி இயக்கத்தில் விஜய் நடிப்பில் வெளியாகியிருக்கும் படம் 'மெர்சல்'. இப்படத்தில் இடம்பெற்றுள்ள ஜிஎஸ்டி தொடர்பான வசனங்களுக்கு பாஜக கட்சித் தலைவர்கள் கடும் ஆட்சேபம் தெரிவித்து வருகிறார்கள். இதனால் பெரும் சர்ச்சை உருவாகியுள்ளது.
tamil-cinema,ஹைதராபாத்தில் உள்ள ஒரு தனியார் மருத்துவமனையில் சிகிச்சை பெற்று வந்தார். சிகிச்சை பலனின்றி நேற்று அவரது உயிர் பிரிந்தது. அவரது உடல் சென்னை கொண்டுவரப்படுகிறது. நாளை மதியம் அவரது இறுதிச் சடங்கு  நடைபெற உள்ளது.
business,நோக்கியா பிராண்டை வாங்கியுள்ள ஹெச்எம்டி குளோபல் நிறுவனம் அடுத்த மூன்று ஆண்டுகளுக்குள் இந்தியாவின் முன்னணி ஸ்மார்ட் போன் பிராண்டாக நோக்கியாவை உருவாக்க திட்டமிட்டுள்ளது.
business,"ஜிஎஸ்டி அமைப்பு மற்றும் வரி விகிதங்களை இரண்டு, மூன்று ஆண்டுகளுக்கு பின்பு மறுஆய்வு செய்ய வேண்டிய தேவை உள்ளது. மேலும் வரி விகிதங்களைக் குறைப்பது குறித்து மறு ஆய்வு செய்ய வேண்டும். மேலும் பல வரி விகிதங்கள் முறையை மாற்ற வேண்டும். இரண்டு வரி விகித அமைப்பாக மாற்ற வேண்டும்’’ என்று பனகாரியா தெரிவித்தார்."
spirituality,“இறைவா! பலவீனர்களின் உரிமைகளைக் கண்ணியத்திற்குரியதாகக் கருதுகிறேன். அருள்புரிவாயாக!” என்கிறார் நபி.
business,இந்தியா மீது சர்வதேச தீர்ப்பாயத்தில் ரூ. 5 ஆயிரம் கோடி கோரி நிசான் வழக்கு
tamil-cinema,"சக்தி செளந்தர்ராஜன் இயக்கத்தில் ஜெயம் ரவி, நிவேதா பெத்துராஜ், ஆரோன் அஜீஸ் உள்ளிட்ட பலர் நடிப்பில் உருவாகியுள்ள படம் 'டிக்:டிக்:டிக்'. இதில் ஜெயம் ரவி மகன் ஆரவ் முக்கிய கதாபாத்திரத்தில் நடித்திருக்கிறார்."
spirituality,"கருவறைக்குள்ளேயே மூல விக்கிரகத்துக்கு அருகில் ஒற்றைக்காலில் தவம் செய்த நிலையில் காமாட்சி காட்சி அளிக்கிறாள். இந்த ஆலயத்தில் ஞான சரஸ்வதி, லட்சுமி, அரூப லட்சுமி, சியாமளா, வராஹி, அன்னபூரணி, அர்த்தநாரீஸ்வரர், தர்மசாஸ்தா, துர்வாச முனிவர், ஆதிசங்கரர் ஆகியோருக்குத் தனித்தனி சன்னிதிகள் உள்ளன."
business,கடந்த மே மாதம் அமெரிக்காவின் ஜெனரல் மோட்டார்ஸ் நிறுவனம் இந்தியாவில் மேற்கொள்ளப் போவதாக இருந்த 100 கோடி டாலர் முதலீட்டை நிறுத்தியது. அத்துடன் மட்டுமின்றி இந்தியாவில் தனது தயாரிப்புகளின் விற்பனையை நிறுத்திக் கொள்வதாகவும் அறிவித்தது.
business,இருக்கையை சரியான முறையில் பயன்படுத்துவது தொடர்பாக வீடியோக்களை உருவாக்கி அந்நிறுவனம் விழிப்புணர்வு ஏற்படுத்தியது. மீண்டும் உருவாக்கப்பட்ட கார்களில் இந்த பிரச்சினை இல்லாதவாறு மாற்றங்கள் செய்யப்பட்டன. எனினும் இந்த கார்களில் இருக்கை அமைப்பு உரிய முறையில் இல்லை என்ற புகார் கூறப்படுகிறது.
spirituality,"அப்போது, இவர்களின் உரையாடலில் குறுக்கிடுவதுபோல, முகமன் சொல்லிக் கொண்டே இரண்டாவது நபர் அங்கு வந்தார். அவசரமும், பதட்டமுமாய் அவர் காணப்பட்டார். ஆடையில் படிந்திருந்த தூசை தட்டிவிட்டவாறு, தலையில் சரிந்து கண்களை மறைத்து கொண்டிருந்த தலைப்பாகையை சீர் செய்தவாறு அவர் இருந்தார்."
business,"ஜிஎக்ஸ், விஎக்ஸ், இசட், ஜி என நான்கு மாடல்களில் தற்போது இனோவா கிறிஸ்டா வெளிவந்துள்ளது. இனோவா கிறிஸ்டாவுக்கு சிறப்பம்சமே புதிய இன்ஜின்தான் என்கிறார்கள். 2.8லிட்டர் தானியங்கி டீசல் இன்ஜின் மற்றும் 2.4லிட்டர் டீசல் இன்ஜின் என இரு வகைகளில் வந்துள்ளது."
business,ஜெர்மன் நிறுவனத்தின் குறைந்த விலை பேட்டரி கார்!
tamil-cinema,"போர்க் கைதியாக இருக்கும் இந்திய விமானப் படை பைலட்டின் காதலும், காதல் சார்ந்த தேடலுமே 'காற்று வெளியிடை'."
spirituality,...பேயோ? எங்கும் திரிந்துஓடிப் பேணா என்பைப் பேணுகின்ற
tamil-cinema,"இதில் நடிகர் அக்‌ஷய்குமார் வில்லன் பாத்திரத்தில் நடித்து வருகிறார். படப்பிடிப்பு சம்பந்தப்பட்ட புகைப்படங்கள் கள்ளத்தனமாக வெளியே வரக்கூடாது என பலத்த பாதுகாப்பு போடப்பட்டும், தற்போது அக்‌ஷய்குமாரின் படம் ஒன்று இணையத்தில் வெளியாகியுள்ளது."
tamil-cinema,3. ஆய்வுக்குழு அறிக்கையை தணிக்கை வாரியத் தலைவருக்கு அனுப்புதல் - 10 நாட்கள்
tamil-cinema,"அதனைத் தொடர்ந்து பேசிய சூர்யா, ""ஜோதிகா பேசிய பிறகு நான் பேச வேண்டாம் என நினைத்தேன். ஆனால், தயாரிப்பாளர் என்கிற முறையில் பேசிவிடுகிறேன். '36 வயதினிலே' படத்துக்குப் பிறகு எதிர்பார்த்த மாதிரி கதைகள் அமையவில்லை."
spirituality,பரிகாரம்: தினமும் அருகிலிருக்கும் முருகன் ஆலயத்திற்குச் சென்று அரளிப்பூ அர்ப்பணித்து வர இடர்பாடுகள் அகலும்.
business,"ஏர் இந்தியா நிறுவனத்தை தனியாருக்கு விற்பனை செய்யும் முடிவுக்கு மத்திய அமைச்சரவை குழு கொள்கை அளவில் ஒப்புதல் அளித்துள்ளது. இதை அடுத்து சொத்துகளை மதிப்பீடு செய்வதற்கு தகுதி வாய்ந்த நிறுவனங்களின் உதவியை நாட மத்திய விமான போக்குவரத்து அமைச்சகம் முடிவு செய்து, அதற்குரிய நடவடிக்கைகளை எடுத்து வருகிறது."
spirituality,2018 ஆங்கிலப் புத்தாண்டு பொதுப்பலன்கள் - கன்னி
tamil-cinema,அதிகமாக சம்பளம் கேட்பதாக உங்களைப் பற்றி ஒரு சர்ச்சை இருக்கிறதே?
tamil-cinema,நான் படித்த பள்ளியிலேயே என் படத்தின் இசை வெளியீட்டு விழா நடக்கிறது என்று நினைக்கும் போது பெருமையாக இருக்கிறது. எங்களோடு இப்படத்தில் நடித்த கல்பனா அம்மா இன்று இல்லை என்று நினைக்கும் போது வருத்தமாக இருக்கிறது.
spirituality,தொழில் வியாபாரம் எதிர்பார்த்த வளர்ச்சி பெறும். பழைய பாக்கிகள் வசூலாகும். நீண்ட நாட்களாக நடந்து முடியாத காரியம் ஒன்று நடக்கும். உத்தியோகத்தில் இருப்பவர்கள் நிர்வாக திறமை வெளிப்படும். மேல் அதிகாரிகளின் ஆதரவும் கிடைக்கும். சக ஊழியர்களிடம் எதிர்பார்த்த உதவிகள் கிடைக்கப் பெறுவீர்கள்.
tamil-cinema,"இந்நிலையில், தற்போது ஓவியாவுக்கு பதிலாக ஹன்சிகாவை நடிக்கவைக்க பேச்சுவார்த்தை நடத்தி வருகிறது. விரைவில் ஒப்பந்தத்தில் கையெழுத்திடுவார் என்று படக்குழுவினர் சார்பில் தெரிவித்தார்கள்."
spirituality,கண்ணைத் துயின்று  அவமே  காலத்தைப்  போக்காதே
spirituality,"சுந்தர்நாராயண பட்டர் (எ) அம்பி பட்டர்,அர்ச்சக ஸ்தானீகர், அழகர்கோவில்"
tamil-cinema,இந்திய சினிமாவின் போற்றத்தக்க இயக்குநரும் ஒளிப்பதிவாளருமான பாலு மகேந்திராவின் இரண்டாம் ஆண்டு நினைவு அஞ்சலி நிகழ்ச்சி இன்று (சனிக்கிழமை) சென்னையில் நடைபெற்றது.
spirituality,கார்த்திகை மாதத்தின் கடைசி திங்கட்கிழமை வருகிற 11ம் தேதி. இந்த திங்கட்கிழமையை தவறவிடாதீர்கள்.
business,விஎஸ் மோட்டார் நிறுவனம் பேட்டரி வாகனத் தயாரிப்பில் தீவிரம் காட்டி வருகிறது. இந்நிறுவனத்தின் பிரபல பிராண்டான ஜூபிடர் ஸ்கூட்டரெட்டை பேட்டரியில் இயங்கும் வகையில் தயாரிப்பதற்கான நடவடிக்கையில் இந்நிறுவனம் இறங்கியுள்ளது.
spirituality,வாதங்களின் சாரத்தைக் கொண்டும் தர்மசாஸ்திரங்களின் துணைகொண்டும் பகைவனுக்கும் அருளும் நன்நெஞ்சோடு விபீஷணனை எவ்விதம் ராமன் சேர்த்துக்கொள்கிறார் என்பதைத் தம்முடைய அசாத்தியமான புலமையின் மூலம் டாக்டர் ரங்கன்ஜி எளிமையாக விளக்கினார்.
business,தன் கவலையில் மூழ்கியிருந்த வாடிக்கையாளரோ டக்கென்று `நான் ஒன்றும் இங்கே உங்க காப்பி டீயைக் குடிக்க வரவில்லை. என் கடன் என்னாச்சுன்னு சொல்லுங்க முதலில்’ என்றார்! அப்புறம் என்ன? கிடைக்கவிருந்த கடன் கிடைக்காமல் போனது!
spirituality,அடிமைப்பணி; வண் - அழகிய; களி - மகிழ்ச்சி).
spirituality,"இறைவனை விட இறைவனின் நாமமே சிறந்தது என்பார்கள் அருளாளர்கள். அதனால்தான் நாமசங்கீர்த்தனம் என்பதே இறைவனை உபாசனை செய்வதில் மிக உயர்ந்த மார்க்கமாக விளங்குகிறது. ராமா, கிருஷ்ணா என்னும் நாமங்களே, தீமைகள் நம்மை அண்டாமல் தடுத்திடும் வல்லமை உடையது என்றனர் சாய்ராமும் ஸ்ரீமாத்மிகாவும்."
business,பழமைக்கு உள்ள மவுசு என்றும் குறையாதது. கடந்த வாரம் கோவாவில் நடைபெற்ற வின்டேஜ் பைக் மற்றும் கார் பேரணி இதை நன்கு உணர்த்தியது.
tamil-cinema,இறுதியில் வரும் நீளமான வசனக் காட்சிக்கு மிகவும் சிரமப்பட்டீர்களா?
spirituality,"சிவராத்திரியன்று சிவனைக் குறித்து விரதமிருக்கும் வழக்கம் உண்டு. ஒவ்வொரு விழாவும் மனிதனின் உடலையும் ஆன்மாவையும் சுத்திகரிக்க வல்லது. நமது தூக்க சுழற்சியை ஒரு நாள் மடை மாற்றிவிட்டு, பின்னர் தொடரச் செய்யும் முயற்சியாகச் சிவராத்திரி அமைந்துள்ளது."
business,தற்போது மேற்கொள்ளப்பட்டு வரும் தோல் பதனிடும் முறையால் ஏற்படும் மாசுபாடுகளைக் குறைப்பதற்கு மத்திய தோல் ஆய்வு மையம் (சிஎல்ஆர்ஐ) புதிய தொழில்நுட்பத்தை அறிமுகப்படுத்தியுள்ளது. இதற்கான தொழில்நுட்ப உரிமத்தை என்எஸ் எகோ சொல்யூஷன்ஸ் நிறுவனம் பெற்றிருக்கிறது.
tamil-cinema,ராவல் ரத்தன் சிங் கதாபாத்திரத்தில் ஷாகித் கபூர் தன்னை பொருத்திக் கொள்கிறார்.
tamil-cinema,"'விக்ரம் வேதா' படத்திற்குப் பிறகு விஜய் சேதுபதிக்கான ரசிகர்கள் கூட்டம் அதிகரித்திருப்பதால், அவர் கதாபாத்திரத்தை விரிவாக்கம் செய்திருக்கிறார் மணிரத்னம். இதனால் கமர்ஷியல் ஹீரோவுக்கான எல்லா அம்சங்களும் கைவரப்பெறும் படமாக மணிரத்னம் படம் இருக்கும் என்று விஜய் சேதுபதி நம்பிக்கையுடன் வலம் வருகிறார்."
tamil-cinema,"திருநெல்வேலி சுற்று வட்டாரப் பகுதியை சார்ந்த ஒரு கிராமத்து இளைஞனின் வாழ்வில் நடந்த சுவாரஸ்யமான சம்பவங்களை அடிப்படையாகக் கொண்டு இக்கதை எழுதப்பட்டிருக்கிறது. நெல்லை மாவட்ட இளைஞராக கதிர் நடிக்க, அவருக்கு நாயகியாக ஆனந்தி நடித்திருக்கிறார்."
spirituality,குடத்தை எடுத்துக் கொண்டார். அந்த நடு இரவில் ஆற்றை நோக்கி வேகவேகமாக நடந்தார்.
tamil-cinema,‘மாவீரன் கிட்டு’ திரைப்படம் எதிர்பார்த்த வசூலைப் பெறாததில் வருத்தம் இருக்கிறதா?
business,இந்தியச் சந்தையில் ஜீப் கம்பாஸ் தயாரிப்பை அறிமுகப்படுத்த நிறுவனம் திட்டமிட்டுள்ளது. இவற்றை வெளிநாட்டு ஆலையிலிருந்து இறக்குமதி செய்து அசெம்பிளி செய்து விற்காமல் உள்நாட்டிலேயே தயாரிக்க முடிவு செய்துள்ளது.
business,உள்நாட்டில் தனது இடத்தைத் தக்க வைத்துக் கொள்ள தீவிரம் காட்டி வரும் அதேவேளையில் வெளிநாடுகளிலும் புதிய சந்தை வாய்ப்புகளைக் கண்டறிய நிறுவனம் திட்டமிட்டுள்ளது. நிறுவனத்தின் வருமானத்தில் வெளிநாட்டு விற்பனை வருமானம் 20 சதவீத அளவுக்கு உயரும் வகையில் நடவடிக்கைகளை தீவிரப்படுத்தி வருகிறது டாடா மோட்டார்ஸ்.
business,"இது தொடர்பாக் பேசிய டாடா மோட்டார்ஸ் நிறுவனத்தின் தலைமை மனித வள அதிகாரி கஜேந்திர சாண்டெல், அடுத்த ஐந்து ஆண்டுகளில் நிறுவனத்தில் பெண் ஊழியர்களின் எண்ணிக்கையை 25 சதவீதமாக்க இலக்கு வைத்துள்ளோம். பெண் ஊழியர்களை பணிக்கு அமர்த்துவதை படிப்படியாக அதிகரிக்க உள்ளோம் என்றார்."
spirituality,பரிகாரம்: சனிக்கிழமைகளில் சனி பகவானை வணங்கி காகத்திற்கு எள்சாதம் வைப்பது உடல் ஆரோக்கியத்தை தரும். கஷ்டங்கள் குறையும்.
business,"டிகோர் டீசல் மாடலில் 3 சிலிண்டர்கள் கொண்ட 1.05 லிட்டர் ரெவோடார்க் இன்ஜின் உள்ளது. இது அதிகபட்சமாக 70 பிஎஸ் ஆற்றலையும், 140 என்எம் டார்க்கையும் வெளிப்படுத்தும் திறன் கொண்டது."
spirituality,வார ராசிபலன் 28/12/2017 முதல் 03/01/2018 வரை (மேஷம் முதல் கன்னி வரை)
tamil-cinema,"சென்னையில் முதல் நாள் வசூலைத் தாண்டி 2-வது நாளில் ரூ.1.51 கோடி வசூல் செய்து, 'விவேகம்' சாதனை புரிந்துள்ளது."
business,``இதுபோன்ற சோதனைகளை எந்த வகையிலும் ஏற்க முடியாது. இதற்கு நிதியுதவி செய்த நிறுவனங்களின் நேர்மை குறித்த சந்தேகங்களை எழுப்பியுள்ளது'' என ஜெர்மனியின் பிரதமர் ஏஞ்சலா மெர்கல் கண்டித்திருக்கிறார்.
spirituality,"குடும்பத்தில் இருப்பவர்களால் சிறுசிறு பிரச்சனைகள் ஏற்பட்டாலும் அதை வளரவிடாமல் சமாளித்து விடுவீர்கள். கணவன், மனைவிக்கிடையே இடைவெளி காணப்படும். பிள்ளைகள் புத்திசாதூர்யமாக நடந்து கொள்வது மன மகிழ்ச்சியை தரும்."
spirituality,"தில்லையம்பதி என்று போற்றப்படும் சிதம்பரத்தில், பிரசித்திப் பெற்ற ஆலயங்களில் இளமையாக்கினார் கோயிலும் ஒன்று."
tamil-cinema,மித்ரன் இயக்கத்தில் விஷால் நடித்துள்ள 'இரும்புத்திரை' மார்ச் 29-ம் தேதி வெளியாகும் என அதிகாரப்பூர்வமாக அறிவிக்கப்பட்டுள்ளது.
spirituality,"அந்த ஷீர்டி நாதன், நம் அம்மாவுக்கு இணையானவர். நம் கண்ணீரைத் துடைத்தெடுக்கும் முதல் கரம் அவருடையதாகத்தான் இருக்கும். அந்த மகான் வழங்கும் ஆறுதல், நம்மைத் தேற்றிவிடும். தோல்வியில் இருந்து வெற்றிக்கான பாதையைக் காட்டி உயர்த்திவிடும். அதுதான்... பாபாவின் பெருங்கருணை."
tamil-cinema,"தென்னிந்திய சினிமாவின் பெண் சூப்பர்ஸ்டார் ஆக ரசிகர்களால் வர்ணிக்கப்படவர் நடிகை விஜயசாந்தி. அவருக்குப் பின் அத்தகைய வரம்புக்குள் வைத்து எந்த நடிகையையும் ரசிகர்கள் போற்றியதில்லை. நடிகை குஷ்புவுக்கு கோயில் கட்டும்வரை ரசிகர்கள் சென்றனர். இருப்பினும், விஜயசாந்தி எல்லையை குஷ்பு நெருங்கவில்லை."
tamil-cinema,"ரஞ்சித் இயக்கத்தில் உருவாகி வரும் 'காலா' படத்தின் படப்பிடிப்பில் கவனம் செலுத்தி வருகிறார் ரஜினி. ஷங்கர் இயக்கி வரும் '2.0' படத்தின் இறுதிகட்ட பணிகள் நடைபெற்று வந்தாலும், ஒரே ஒரு பாடல் மட்டும் படமாக்கப்படாமல் இருந்தது."
tamil-cinema,'துப்பறிவாளன் ' படத்தின் திரையரங்க வருமானத்தில் இருந்து ஒரு டிக்கெட்டுக்கு ஒரு ரூபாய் வீதம் விவசாயிகள் குடும்ப நலனுக்காக கொடுக்கப்படும் என்று விஷால் அறிவித்தார்.
spirituality,மாலை நேரத்தில் பரபரப்பு. எதிர்த்து விளையாடியவன் வெற்றி பெற்றதால் லகீனுக்குப் பெரும் அதிர்ச்சி. அவரது ஆதரவாளர்கள் திகைத்துப் போய் நின்றனர்.
business,இத்தகைய சிறப்பு வசதி பார்வையாளர்களை மேலும் பரவசப்படுத்தியது. சமூக வலைதளங்களை தங்களது தயாரிப்பு விளம்பரங்களுக்கு மட்டுமின்றி வாடிக்கையாளர்களின் ஆலோசனைகளைப் பெற்று அதற்கேற்ப மாற்றம் செய்து தரும் வகையிலும் ஆட்டோமொபைல் நிறுவனங்கள் செயல்பட்டன.
spirituality,‘நான் உங்கள் ஆளில்லையா? துன்பத்தால் நொந்து போயிருக்கிறேன் இல்லையா? என் துன்பத்தை முறையிட்ட பிறகுமா சும்மா இருப்பீர்கள்? நன்றாக இருங்கள் திருவாரூர்க்காரரே!’
business,"எனினும், தமிழகத்தில் சுமார் 6 லட்சம் பேல் பஞ்சு மட்டுமே உற்பத்தியாகிறது. 90 சதவீதம் மகாராஷ்டிரா, தெலங்கானா, குஜராத், கர்நாடக மாநிலங்களில் உற்பத்தியாகிறது. ஒவ்வோர் ஆண்டும் ஆகஸ்ட் முதல் மே மாதம் வரை பஞ்சு சீசன் இருக்கும். வழக்கமாக மார்ச் மாதத்துக்குப் பிறகு விலையில் ஏற்ற, இறக்கங்கள் இருக்கும்."
spirituality,என்செயல் ஆவது யாதொன்றும் இல்லை; இனித் தெய்வமே!
business,"# நீ மழையை விரும்புகிறேன் என்று சொல்கிறாய், ஆனால் அதில் நடந்து செல்ல ஒரு குடையைப் பயன்படுத்துகிறாய்."
business,தரமதிப்பீடு உயர்வு கிடைக்குமா?: பிட்ச் நிறுவனத்தை இன்று சந்திக்கிறது மத்திய அரசு
spirituality,"உண்மையில், திருக்குா்ஆனில் தொழுகை சம்பந்தமாக திருவசனங்கள் இடம்பெறும் இடங்களில் எல்லாம் கூடவே ஜகாத் குறித்தும் வலியுறுத்தப்படுகிறது."
tamil-cinema,"ரவுடியாக வரும் பாபுராஜ், சேட்டாக வரும் ஹரீஷ் பெராடி ஆகிய மலையாள நடிகர்களும் வழக்கமான கதாபாத்திரங்களையே ஏற்றிருக்கின்றனர். பெராடி கொஞ்சம் கவனிக்க வைக்கிறார்."
tamil-cinema,தொண்ணூறுகளில் இருந்த கமர்ஷியல் சினிமாவுக்கான தளம் இப்போதும் இருப்பதாக கூற முடியுமா?
tamil-cinema,இதுவரை நான் நடித்த படங் களில் பேயெல் லாம் இருக் காது. இதில் கொஞ்சம் இருக்கிறது. பேயை வைத்துக் காமெடி செய்துள்ளோம். இப்படத்தில் எனக்கு வில்லன் மாதிரியான காமெடி கதாபாத்திரத்தில் சூரி கலக்கியிருக்கிறார்.
business,"கிராப் நிறுவனம் மோட்டார் சைக்கிள் மட்டுமின்றி வாடகைக் கார், செல்போன் கட்டணம் செலுத்துவது உள்ளிட்ட பணிகளில் ஈடுபட்டுள்ளது. இந்நிறுவனத்தில் ஜப்பானின் நிதிச் சேவை நிறுவனமான டோக்கியோ சென்சுரி கார்ப்பரேஷன் முதலீடு செய்துள்ளது."
tamil-cinema,"மத்திய அரசு என்னை கவுரவிப்பதாக நினைக்கவில்லை. தமிழகத்தையும், தமிழக மக்களையும் கவுரவித்திருப்பதாக கருதுகிறேன் என்று பத்ம விபூஷண் விருது குறித்து இசையமைப்பாளர் இளையராஜா தெரிவித்துள்ளார்."
business,"கடந்த ஆண்டு டெல்லியில் நடை பெற்ற ஆட்டோ எக்ஸ்போவில் பியட் கிரைஸ்லர் ஆட்டோ மொபைல்ஸ் (எப்சிஏ) நிறுவனம் மூன்று பிரபல ஜீப் மாடல் எஸ்யுவி-களை காட்சிப்படுத்தியிருந்தது. ஜீப் ரெனகேட், கிராண்ட் செரோகி, கிராண்ட் செரோகி எஸ்ஆர்டி."
tamil-cinema,"மேலும், 'மெர்சல்' திரைப்படத்தை மாபெரும் வெற்றி பெற செய்ததற்கும் ஆதரவு கொடுத்ததற்கும் அனைவருக்கும் இத்தருணத்தில் எனது நெஞ்சார்ந்த நன்றியை தெரிவித்துக் கொள்கிறேன்'' என்று விஜய் கூறியுள்ளார்."
business,ஆதார் பதிவு இயந்திரங்களை கொள்முதல் செய்ய வங்கிகளுக்கு அனுமதி
tamil-cinema,"இந்தப் படம் தமிழ், தெலுங்கு என்று இரண்டு மொழிகளிலும் ரிலீஸாகப் போகிறது. இனி நீங்கள் தொடர்ந்து தெலுங்கிலும் கவனம் செலுத்துவீர்களா?"
tamil-cinema,மணிரத்னத்துடன் இணைவதில் மகிழ்ச்சி: ஐஸ்வர்யா ராஜேஷ்
business,தொடக்கத்தில் டொயோடா பிரியுஸ் காரில் தனது சோதனை முயற்சியைத் தொடங்கியது. அடுத்து 2012-ம் ஆண்டில் லெக்ஸஸ் ஆர்எஸ் 450 ஹெச் மாடல் கார்களில் இதை சோதித்துப் பார்த்தது. 2014-ம் ஆண்டில் முதல் முறையாக இந்நிறுவனமே ஒரு காரை வடிவமைத்து அதை வெள்ளோட்டம் விட்டுப் பார்த்தது.
